"Date","Time","Open","High","Low","Close","Vol","OI"
01/31/2017,06:59,1.07177,1.07396,1.06195,1.06956,0,0
02/01/2017,06:59,1.06935,1.08117,1.06837,1.07967,0,0
02/02/2017,06:59,1.07953,1.08069,1.07269,1.07676,0,0
02/03/2017,06:59,1.07675,1.08283,1.07554,1.07562,0,0
02/04/2017,06:59,1.07560,1.07970,1.07075,1.07841,0,0
02/07/2017,06:59,1.07855,1.07883,1.07046,1.07492,0,0
02/08/2017,06:59,1.07450,1.07484,1.06554,1.06812,0,0
02/09/2017,06:59,1.06769,1.07135,1.06399,1.06978,0,0
02/10/2017,06:59,1.06957,1.07090,1.06503,1.06549,0,0
02/11/2017,06:59,1.06535,1.06672,1.06070,1.06391,0,0
02/14/2017,06:59,1.06266,1.06578,1.05914,1.05956,0,0
02/15/2017,06:59,1.05948,1.06329,1.05605,1.05781,0,0
02/16/2017,06:59,1.05734,1.06087,1.05208,1.05978,0,0
02/17/2017,06:59,1.05984,1.06788,1.05889,1.06737,0,0
02/18/2017,06:59,1.06715,1.06761,1.06043,1.06102,0,0
02/21/2017,06:59,1.06051,1.06324,1.06021,1.06096,0,0
02/22/2017,06:59,1.06084,1.06140,1.05251,1.05353,0,0
02/23/2017,06:59,1.05345,1.05735,1.04932,1.05564,0,0
02/24/2017,06:59,1.05520,1.05948,1.05372,1.05812,0,0
02/25/2017,06:59,1.05761,1.06175,1.05560,1.05569,0,0
02/28/2017,06:59,1.05616,1.06302,1.05510,1.05859,0,0
03/01/2017,06:59,1.05848,1.06297,1.05643,1.05760,0,0
03/02/2017,06:59,1.05742,1.05889,1.05135,1.05470,0,0
03/03/2017,06:59,1.05443,1.05506,1.04943,1.05057,0,0
03/04/2017,06:59,1.05052,1.06233,1.04975,1.06200,0,0
03/07/2017,06:59,1.06075,1.06395,1.05741,1.05810,0,0
03/08/2017,06:59,1.05807,1.06022,1.05577,1.05650,0,0
03/09/2017,06:59,1.05647,1.05734,1.05334,1.05404,0,0
03/10/2017,06:59,1.05377,1.06148,1.05244,1.05762,0,0
03/11/2017,06:59,1.05757,1.06983,1.05702,1.06716,0,0
03/14/2017,06:59,1.06761,1.07139,1.06513,1.06521,0,0
03/15/2017,06:59,1.06527,1.06621,1.05992,1.06030,0,0
03/16/2017,06:59,1.06035,1.07397,1.06024,1.07313,0,0
03/17/2017,06:59,1.07271,1.07700,1.07050,1.07633,0,0
03/18/2017,06:59,1.07636,1.07821,1.07269,1.07361,0,0
03/21/2017,06:59,1.07323,1.07768,1.07243,1.07395,0,0
03/22/2017,06:59,1.07380,1.08188,1.07187,1.08085,0,0
03/23/2017,06:59,1.08077,1.08243,1.07752,1.07976,0,0
