"Date","Time","Open","High","Low","Close","Vol","OI"
04/07/2017,06:59,83.763,83.910,83.143,83.593,0,0
04/08/2017,06:59,83.576,83.704,82.793,83.302,0,0
04/11/2017,06:59,83.154,83.710,83.048,83.210,0,0
04/12/2017,06:59,83.193,83.251,81.956,82.184,0,0
04/13/2017,06:59,82.142,82.366,81.847,81.967,0,0
04/14/2017,06:59,81.910,82.893,81.906,82.556,0,0
04/15/2017,06:59,82.474,82.688,82.185,82.246,0,0
04/18/2017,06:59,82.304,82.750,81.994,82.645,0,0
04/19/2017,06:59,82.571,82.948,81.835,81.970,0,0
04/20/2017,06:59,81.939,82.158,81.482,81.600,0,0
04/21/2017,06:59,81.587,82.511,81.529,82.267,0,0
04/22/2017,06:59,82.266,82.434,81.975,82.208,0,0
04/25/2017,06:59,83.821,83.870,82.895,83.066,0,0
04/26/2017,06:59,83.071,83.806,82.838,83.701,0,0
04/27/2017,06:59,83.676,84.010,82.838,82.983,0,0
04/28/2017,06:59,82.984,83.402,82.728,83.060,0,0
04/29/2017,06:59,83.019,83.488,82.903,83.459,0,0
05/02/2017,06:59,83.054,84.258,83.053,84.139,0,0
05/03/2017,06:59,84.036,84.534,84.036,84.386,0,0
05/04/2017,06:59,84.347,84.509,83.590,83.678,0,0
05/05/2017,06:59,83.635,83.826,83.121,83.313,0,0
05/06/2017,06:59,83.274,83.674,82.669,83.488,0,0
05/09/2017,06:59,83.668,83.722,83.173,83.631,0,0
05/10/2017,06:59,83.633,84.029,83.194,83.710,0,0
05/11/2017,06:59,83.652,84.330,83.441,84.155,0,0
05/12/2017,06:59,84.113,84.239,83.518,84.008,0,0
05/13/2017,06:59,83.959,84.183,83.649,83.707,0,0
05/16/2017,06:59,83.610,84.501,83.566,84.353,0,0
05/17/2017,06:59,84.310,84.510,83.927,83.997,0,0
05/18/2017,06:59,83.958,84.002,82.329,82.340,0,0
05/19/2017,06:59,82.316,83.075,81.766,82.699,0,0
05/20/2017,06:59,82.668,83.416,82.333,82.901,0,0
05/23/2017,06:59,82.680,83.254,82.543,83.183,0,0
05/24/2017,06:59,83.184,83.661,82.809,83.567,0,0
05/25/2017,06:59,83.593,83.720,83.236,83.643,0,0
05/26/2017,06:59,83.642,83.876,83.292,83.351,0,0
05/27/2017,06:59,83.300,83.387,82.509,82.852,0,0
05/30/2017,06:59,82.692,82.962,82.627,82.751,0,0
05/31/2017,06:59,82.733,82.918,82.223,82.728,0,0
06/01/2017,06:59,82.721,82.943,82.103,82.288,0,0
06/02/2017,06:59,82.266,82.721,81.899,82.126,0,0
06/03/2017,06:59,82.083,82.540,81.903,82.144,0,0
06/06/2017,06:59,81.928,82.766,81.915,82.695,0,0
06/07/2017,06:59,82.669,82.723,81.776,82.111,0,0
06/08/2017,06:59,82.076,82.938,82.052,82.908,0,0
06/09/2017,06:59,82.856,83.203,82.564,83.005,0,0
06/10/2017,06:59,82.959,83.391,82.605,83.003,0,0
06/13/2017,06:59,83.049,83.154,82.584,82.900,0,0
06/14/2017,06:59,82.878,83.226,82.722,82.947,0,0
06/15/2017,06:59,82.935,83.659,82.846,83.151,0,0
06/16/2017,06:59,83.096,84.100,82.925,84.074,0,0
06/17/2017,06:59,84.022,84.804,83.999,84.431,0,0
06/20/2017,06:59,84.419,84.761,84.278,84.720,0,0
06/21/2017,06:59,84.695,85.080,84.354,84.465,0,0
06/22/2017,06:59,84.470,84.555,83.877,84.099,0,0
06/23/2017,06:59,84.032,84.302,83.720,83.929,0,0
06/24/2017,06:59,83.913,84.331,83.863,84.211,0,0
06/27/2017,06:59,84.031,84.903,83.988,84.840,0,0
06/28/2017,06:59,84.757,85.324,84.756,85.186,0,0
06/29/2017,06:59,85.140,85.850,84.902,85.787,0,0
06/30/2017,06:59,85.761,86.531,85.674,86.159,0,0
07/01/2017,06:59,86.143,86.493,85.844,86.378,0,0
07/04/2017,06:59,86.099,86.930,86.044,86.853,0,0
07/05/2017,06:59,86.820,86.971,85.840,86.134,0,0
07/06/2017,06:59,86.048,86.546,85.664,86.109,0,0
07/07/2017,06:59,86.092,86.313,85.723,85.852,0,0
07/08/2017,06:59,85.809,86.765,85.722,86.575,0,0
07/11/2017,06:59,86.516,86.918,86.487,86.731,0,0
07/12/2017,06:59,86.697,87.256,86.697,87.019,0,0
07/13/2017,06:59,86.993,87.034,86.634,86.880,0,0
07/14/2017,06:59,86.853,87.650,86.826,87.549,0,0
07/15/2017,06:59,87.542,88.120,87.514,88.032,0,0
07/18/2017,06:59,88.013,88.274,87.731,87.813,0,0
07/19/2017,06:59,87.801,89.135,87.484,88.699,0,0
07/20/2017,06:59,88.707,89.019,88.554,89.015,0,0
07/21/2017,06:59,88.904,89.313,88.705,89.029,0,0
07/22/2017,06:59,88.981,89.019,87.812,87.932,0,0
07/25/2017,06:59,87.795,88.262,87.644,88.025,0,0
07/26/2017,06:59,88.017,88.850,87.912,88.786,0,0
07/27/2017,06:59,88.794,89.069,88.181,88.992,0,0
07/28/2017,06:59,88.950,89.416,88.332,88.645,0,0
07/29/2017,06:59,88.614,88.824,88.267,88.363,0,0
08/01/2017,06:59,88.234,88.365,87.855,88.229,0,0
08/02/2017,06:59,88.210,88.695,87.818,87.947,0,0
08/03/2017,06:59,87.897,88.305,87.720,88.219,0,0
08/04/2017,06:59,88.124,88.215,87.364,87.444,0,0
08/05/2017,06:59,87.406,87.955,87.340,87.691,0,0
08/08/2017,06:59,87.627,88.010,87.510,87.623,0,0
08/09/2017,06:59,87.579,87.834,87.247,87.302,0,0
08/10/2017,06:59,87.253,87.322,86.281,86.797,0,0
08/11/2017,06:59,86.758,87.093,85.978,85.996,0,0
08/12/2017,06:59,85.935,86.236,85.446,86.137,0,0
08/15/2017,06:59,86.124,86.625,86.034,86.081,0,0
08/16/2017,06:59,86.058,86.780,86.037,86.531,0,0
08/17/2017,06:59,86.534,87.458,86.444,87.322,0,0
08/18/2017,06:59,87.300,87.552,86.323,86.367,0,0
08/19/2017,06:59,86.311,87.035,85.990,86.544,0,0
08/22/2017,06:59,86.662,86.743,86.177,86.509,0,0
08/23/2017,06:59,86.473,86.921,86.326,86.649,0,0
08/24/2017,06:59,86.651,86.863,86.065,86.162,0,0
08/25/2017,06:59,86.163,86.573,85.929,86.543,0,0
08/26/2017,06:59,86.542,86.968,86.436,86.695,0,0
08/29/2017,06:59,86.461,87.109,86.461,86.993,0,0
08/30/2017,06:59,87.009,87.384,85.695,87.264,0,0
08/31/2017,06:59,87.232,87.799,86.936,87.090,0,0
09/01/2017,06:59,87.085,87.481,87.035,87.371,0,0
09/02/2017,06:59,87.376,87.934,87.123,87.835,0,0
09/05/2017,06:59,86.981,87.562,86.965,87.141,0,0
09/06/2017,06:59,87.121,87.608,86.724,87.002,0,0
09/07/2017,06:59,86.972,87.503,86.551,87.385,0,0
09/08/2017,06:59,87.311,87.498,86.878,87.260,0,0
09/09/2017,06:59,87.253,87.720,86.666,86.833,0,0
09/12/2017,06:59,87.102,87.892,87.045,87.817,0,0
09/13/2017,06:59,87.783,88.474,87.478,88.344,0,0
09/14/2017,06:59,88.269,88.551,88.076,88.228,0,0
09/15/2017,06:59,88.157,88.733,87.985,88.240,0,0
09/16/2017,06:59,88.167,89.263,87.645,88.651,0,0
09/19/2017,06:59,88.799,89.335,88.552,88.802,0,0
09/20/2017,06:59,88.751,89.488,88.658,89.364,0,0
09/21/2017,06:59,89.337,90.135,89.224,90.077,0,0
09/22/2017,06:59,90.115,90.294,88.889,89.237,0,0
09/23/2017,06:59,89.147,89.371,88.457,89.133,0,0
09/26/2017,06:59,89.188,89.675,88.363,88.662,0,0
09/27/2017,06:59,88.608,88.767,88.244,88.520,0,0
09/28/2017,06:59,88.478,88.887,88.283,88.522,0,0
09/29/2017,06:59,88.540,88.668,87.998,88.260,0,0
09/30/2017,06:59,88.212,88.446,87.864,88.041,0,0
10/03/2017,06:59,88.105,88.476,88.029,88.238,0,0
10/04/2017,06:59,88.191,88.470,88.103,88.402,0,0
10/05/2017,06:59,88.373,88.697,88.321,88.643,0,0
10/06/2017,06:59,88.597,88.732,87.769,87.925,0,0
10/07/2017,06:59,87.860,87.980,87.394,87.549,0,0
10/10/2017,06:59,87.422,87.616,87.276,87.346,0,0
10/11/2017,06:59,87.304,87.767,87.242,87.445,0,0
10/12/2017,06:59,87.424,87.643,87.277,87.599,0,0
10/13/2017,06:59,87.561,87.990,87.466,87.816,0,0
10/14/2017,06:59,87.725,88.305,87.581,88.207,0,0
10/17/2017,06:59,88.055,88.281,87.770,88.074,0,0
10/18/2017,06:59,88.049,88.163,87.779,88.014,0,0
10/19/2017,06:59,87.989,88.626,87.948,88.601,0,0
10/20/2017,06:59,88.578,88.987,88.380,88.662,0,0
10/21/2017,06:59,88.595,88.984,88.582,88.690,0,0
10/24/2017,06:59,88.983,89.069,88.420,88.531,0,0
10/25/2017,06:59,88.520,88.686,88.379,88.567,0,0
10/26/2017,06:59,88.538,88.655,87.324,87.605,0,0
10/27/2017,06:59,87.598,87.784,87.238,87.339,0,0
10/28/2017,06:59,87.265,87.457,87.023,87.252,0,0
10/31/2017,06:59,87.237,87.323,86.770,87.000,0,0
11/01/2017,06:59,86.974,87.155,86.682,86.988,0,0
11/02/2017,06:59,86.930,87.719,86.930,87.625,0,0
11/03/2017,06:59,87.597,88.089,87.520,87.986,0,0
11/04/2017,06:59,87.970,88.017,87.188,87.235,0,0
11/07/2017,06:59,87.172,87.654,87.079,87.448,0,0
11/08/2017,06:59,87.412,87.689,86.932,87.129,0,0
11/09/2017,06:59,87.013,87.461,86.968,87.414,0,0
11/10/2017,06:59,87.394,87.664,86.782,87.132,0,0
11/11/2017,06:59,87.106,87.246,86.842,86.913,0,0
11/14/2017,06:59,86.759,87.084,86.510,86.610,0,0
11/15/2017,06:59,86.571,86.836,86.299,86.580,0,0
11/16/2017,06:59,86.526,86.578,85.493,85.646,0,0
11/17/2017,06:59,85.564,86.015,85.432,85.776,0,0
11/18/2017,06:59,85.727,85.843,84.632,84.681,0,0
11/21/2017,06:59,84.794,85.073,84.493,85.015,0,0
11/22/2017,06:59,84.992,85.307,84.742,85.197,0,0
11/23/2017,06:59,85.148,85.252,84.545,84.735,0,0
11/24/2017,06:59,84.654,84.930,84.515,84.767,0,0
11/25/2017,06:59,84.758,85.040,84.734,84.872,0,0
11/28/2017,06:59,84.813,85.049,84.343,84.446,0,0
11/29/2017,06:59,84.472,84.813,84.321,84.662,0,0
11/30/2017,06:59,84.577,84.910,84.444,84.741,0,0
12/01/2017,06:59,84.658,85.203,84.639,85.126,0,0
12/02/2017,06:59,85.112,85.708,84.968,85.313,0,0
12/05/2017,06:59,85.615,85.954,85.361,85.397,0,0
12/06/2017,06:59,85.370,86.194,85.369,85.637,0,0
12/07/2017,06:59,85.617,85.697,84.826,84.916,0,0
12/08/2017,06:59,84.857,85.039,84.659,84.941,0,0
12/09/2017,06:59,84.901,85.367,84.897,85.188,0,0
12/12/2017,06:59,85.223,85.520,85.167,85.453,0,0
12/13/2017,06:59,85.414,85.984,85.313,85.812,0,0
12/14/2017,06:59,85.801,86.113,85.627,85.934,0,0
12/15/2017,06:59,85.914,86.486,85.905,86.143,0,0
12/16/2017,06:59,86.112,86.322,85.958,86.010,0,0
12/19/2017,06:59,86.138,86.427,85.829,86.264,0,0
12/20/2017,06:59,86.169,86.628,86.169,86.486,0,0
12/21/2017,06:59,86.468,86.970,86.419,86.914,0,0
12/22/2017,06:59,86.860,87.409,86.701,87.268,0,0
12/23/2017,06:59,87.248,87.518,87.244,87.321,0,0
12/27/2017,06:59,87.367,87.541,87.347,87.503,0,0
12/28/2017,06:59,87.467,88.143,87.413,88.050,0,0
12/29/2017,06:59,87.891,88.106,87.759,87.998,0,0
12/30/2017,06:59,87.970,88.151,87.751,87.873,0,0
01/03/2018,06:59,87.861,88.403,87.626,87.900,0,0
01/04/2018,06:59,87.842,88.225,87.690,88.137,0,0
01/05/2018,06:59,88.087,88.700,88.072,88.656,0,0
01/06/2018,06:59,88.594,89.083,88.435,88.827,0,0
01/09/2018,06:59,88.910,89.066,88.468,88.660,0,0
01/10/2018,06:59,88.656,88.841,87.857,88.122,0,0
01/11/2018,06:59,88.100,88.159,87.205,87.374,0,0
01/12/2018,06:59,87.336,88.081,87.276,87.800,0,0
01/13/2018,06:59,87.730,87.930,87.386,87.821,0,0
01/16/2018,06:59,87.724,88.159,87.665,88.015,0,0
01/17/2018,06:59,88.008,88.409,87.713,87.937,0,0
01/18/2018,06:59,87.876,88.994,87.824,88.700,0,0
01/19/2018,06:59,88.630,88.977,88.398,88.856,0,0
01/20/2018,06:59,88.781,89.013,88.366,88.440,0,0
01/23/2018,06:59,88.395,88.989,88.352,88.930,0,0
01/24/2018,06:59,88.895,89.062,87.903,88.225,0,0
01/25/2018,06:59,88.174,88.420,87.868,88.068,0,0
01/26/2018,06:59,87.974,88.328,87.698,87.778,0,0
01/27/2018,06:59,87.752,88.495,87.741,88.066,0,0
01/30/2018,06:59,88.003,88.330,87.920,88.197,0,0
01/31/2018,06:59,88.139,88.300,87.455,87.942,0,0
02/01/2018,06:59,87.871,88.488,87.619,87.956,0,0
02/02/2018,06:59,87.933,88.121,87.484,87.929,0,0
02/03/2018,06:59,87.922,87.995,87.204,87.221,0,0
02/06/2018,06:59,87.140,87.505,85.887,85.968,0,0
02/07/2018,06:59,85.897,86.662,84.985,86.606,0,0
02/08/2018,06:59,86.556,86.727,85.411,85.505,0,0
02/09/2018,06:59,85.497,85.979,84.511,84.617,0,0
02/10/2018,06:59,84.519,85.432,84.004,84.938,0,0
02/13/2018,06:59,85.014,85.430,84.749,85.410,0,0
02/14/2018,06:59,85.351,85.592,84.280,84.725,0,0
02/15/2018,06:59,84.668,84.889,83.311,84.805,0,0
02/16/2018,06:59,84.719,84.811,83.864,84.328,0,0
02/17/2018,06:59,84.252,84.653,83.900,84.046,0,0
02/20/2018,06:59,84.010,84.500,83.994,84.328,0,0
02/21/2018,06:59,84.274,84.806,84.203,84.605,0,0
02/22/2018,06:59,84.542,84.855,83.985,84.090,0,0
02/23/2018,06:59,84.065,84.086,83.511,83.755,0,0
02/24/2018,06:59,83.738,83.849,83.266,83.745,0,0
02/27/2018,06:59,84.006,84.120,83.592,83.993,0,0
02/28/2018,06:59,83.950,84.157,83.572,83.587,0,0
03/01/2018,06:59,83.568,83.802,82.781,82.793,0,0
03/02/2018,06:59,82.736,83.169,82.120,82.388,0,0
03/03/2018,06:59,82.333,82.597,81.556,82.050,0,0
03/06/2018,06:59,81.816,82.484,81.482,82.466,0,0
03/07/2018,06:59,82.412,83.319,82.166,83.062,0,0
03/08/2018,06:59,83.051,83.067,82.008,82.985,0,0
03/09/2018,06:59,82.954,83.165,82.491,82.678,0,0
03/10/2018,06:59,82.621,83.896,82.621,83.798,0,0
03/13/2018,06:59,83.651,84.096,83.650,83.765,0,0
03/14/2018,06:59,83.737,84.520,83.538,83.754,0,0
03/15/2018,06:59,83.722,84.253,83.478,83.745,0,0
03/16/2018,06:59,83.689,83.761,82.692,82.910,0,0
03/17/2018,06:59,82.931,82.947,81.676,81.693,0,0
03/20/2018,06:59,81.679,82.001,81.249,81.875,0,0
03/21/2018,06:59,81.810,82.190,81.599,81.837,0,0
03/22/2018,06:59,81.809,82.570,81.463,82.336,0,0
03/23/2018,06:59,82.319,82.426,80.963,80.971,0,0
03/24/2018,06:59,80.946,81.456,80.491,80.571,0,0
03/27/2018,06:59,80.576,81.720,80.541,81.660,0,0
03/28/2018,06:59,81.598,81.886,80.855,80.861,0,0
03/29/2018,06:59,80.810,81.957,80.749,81.846,0,0
03/30/2018,06:59,81.757,81.915,81.463,81.690,0,0
03/31/2018,06:59,81.644,81.841,81.468,81.554,0,0
04/03/2018,06:59,81.654,81.790,80.820,81.124,0,0
04/04/2018,06:59,81.027,81.985,80.924,81.909,0,0
04/05/2018,06:59,81.885,82.454,81.245,82.379,0,0
04/06/2018,06:59,82.325,82.641,82.121,82.517,0,0
04/07/2018,06:59,82.483,82.576,81.893,82.016,0,0
04/10/2018,06:59,82.089,82.576,81.959,82.198,0,0
04/11/2018,06:59,82.130,83.370,82.059,83.203,0,0
04/12/2018,06:59,83.134,83.278,82.660,82.823,0,0
04/13/2018,06:59,82.771,83.304,82.696,83.242,0,0
04/14/2018,06:59,83.159,84.072,83.129,83.297,0,0
04/17/2018,06:59,83.436,83.644,83.100,83.332,0,0
04/18/2018,06:59,83.294,83.376,83.052,83.123,0,0
04/19/2018,06:59,83.068,83.568,83.067,83.446,0,0
04/20/2018,06:59,83.437,83.938,82.853,82.972,0,0
04/21/2018,06:59,82.942,83.147,82.421,82.533,0,0
04/24/2018,06:59,82.638,82.813,82.496,82.641,0,0
04/25/2018,06:59,82.616,83.086,82.416,82.717,0,0
04/26/2018,06:59,82.706,82.793,82.446,82.761,0,0
04/27/2018,06:59,82.727,82.906,82.521,82.540,0,0
04/28/2018,06:59,82.480,82.703,82.368,82.623,0,0
05/01/2018,06:59,82.590,82.715,82.225,82.309,0,0
05/02/2018,06:59,82.266,82.528,82.025,82.267,0,0
05/03/2018,06:59,82.241,82.647,82.069,82.283,0,0
05/04/2018,06:59,82.219,82.572,81.741,82.234,0,0
05/05/2018,06:59,82.187,82.455,81.665,82.186,0,0
05/08/2018,06:59,82.251,82.283,81.815,81.993,0,0
05/09/2018,06:59,81.884,81.986,81.131,81.323,0,0
05/10/2018,06:59,81.269,82.001,81.126,81.850,0,0
05/11/2018,06:59,81.791,82.459,81.701,82.404,0,0
05/12/2018,06:59,82.348,82.665,82.231,82.470,0,0
05/15/2018,06:59,82.440,82.819,82.405,82.510,0,0
05/16/2018,06:59,82.535,82.730,82.173,82.460,0,0
05/17/2018,06:59,82.450,82.981,82.159,82.980,0,0
05/18/2018,06:59,82.962,83.413,82.730,83.200,0,0
05/19/2018,06:59,83.195,83.441,83.020,83.180,0,0
05/22/2018,06:59,83.430,84.243,83.199,84.204,0,0
05/23/2018,06:59,84.200,84.513,83.956,84.020,0,0
05/24/2018,06:59,84.026,84.087,82.454,83.212,0,0
05/25/2018,06:59,83.219,83.361,82.380,82.800,0,0
05/26/2018,06:59,82.780,83.170,82.399,82.550,0,0
05/29/2018,06:59,82.979,83.094,82.425,82.570,0,0
05/30/2018,06:59,82.570,82.620,81.083,81.630,0,0
05/31/2018,06:59,81.640,82.620,81.036,82.510,0,0
06/01/2018,06:59,82.506,82.692,81.988,82.350,0,0
06/02/2018,06:59,82.245,82.963,82.200,82.900,0,0
06/05/2018,06:59,82.800,84.048,82.690,83.987,0,0
06/06/2018,06:59,83.990,84.193,83.338,83.635,0,0
06/07/2018,06:59,83.621,84.520,83.490,84.480,0,0
06/08/2018,06:59,84.466,84.538,83.370,83.640,0,0
06/09/2018,06:59,83.633,83.805,82.573,83.190,0,0
06/12/2018,06:59,82.945,83.836,82.913,83.750,0,0
06/13/2018,06:59,83.675,84.186,83.497,83.590,0,0
06/14/2018,06:59,83.570,84.000,83.410,83.620,0,0
06/15/2018,06:59,83.620,83.830,82.655,82.710,0,0
06/16/2018,06:59,82.705,82.945,82.261,82.340,0,0
06/19/2018,06:59,82.391,82.461,81.877,82.051,0,0
06/20/2018,06:59,82.060,82.205,80.620,81.260,0,0
06/21/2018,06:59,81.250,81.670,80.990,81.310,0,0
06/22/2018,06:59,81.289,81.652,81.054,81.140,0,0
06/23/2018,06:59,81.195,81.940,81.011,81.830,0,0
06/26/2018,06:59,81.790,81.915,80.959,81.380,0,0
06/27/2018,06:59,81.368,81.480,80.965,81.320,0,0
06/28/2018,06:59,81.340,81.652,80.770,80.940,0,0
06/29/2018,06:59,80.950,81.321,80.690,81.270,0,0
06/30/2018,06:59,81.245,82.050,81.037,81.990,0,0
07/03/2018,06:59,81.990,82.139,80.985,81.380,0,0
07/04/2018,06:59,81.398,82.090,81.030,81.660,0,0
07/05/2018,06:59,81.658,81.980,81.443,81.560,0,0
07/06/2018,06:59,81.580,81.940,81.263,81.760,0,0
07/07/2018,06:59,81.880,82.270,81.590,82.065,0,0
07/10/2018,06:59,82.095,82.810,82.018,82.740,0,0
07/11/2018,06:59,82.770,83.170,82.615,82.840,0,0
07/12/2018,06:59,82.780,82.820,82.070,82.510,0,0
07/13/2018,06:59,82.510,83.410,82.380,83.370,0,0
07/14/2018,06:59,83.350,83.610,82.990,83.410,0,0
07/17/2018,06:59,83.296,83.690,83.220,83.300,0,0
07/18/2018,06:59,83.330,83.610,83.210,83.380,0,0
07/19/2018,06:59,83.385,83.560,82.840,83.490,0,0
07/20/2018,06:59,83.440,83.930,82.560,82.730,0,0
07/21/2018,06:59,82.740,83.000,82.210,82.690,0,0
07/24/2018,06:59,82.619,82.770,82.140,82.195,0,0
07/25/2018,06:59,82.190,82.570,81.800,82.470,0,0
07/26/2018,06:59,82.490,82.900,82.090,82.730,0,0
07/27/2018,06:59,82.730,82.800,82.000,82.040,0,0
07/28/2018,06:59,82.050,82.320,81.860,82.180,0,0
07/31/2018,06:59,82.040,82.320,82.040,82.290,0,0
08/01/2018,06:59,82.260,83.265,82.145,83.100,0,0
08/02/2018,06:59,83.110,83.145,82.480,82.725,0,0
08/03/2018,06:59,82.720,82.800,81.970,82.190,0,0
08/04/2018,06:59,82.170,82.635,82.120,82.310,0,0
08/07/2018,06:59,82.285,82.430,82.165,82.310,0,0
08/08/2018,06:59,82.310,82.770,82.145,82.630,0,0
08/09/2018,06:59,82.740,82.810,82.080,82.470,0,0
08/10/2018,06:59,82.505,82.650,81.890,81.910,0,0
08/11/2018,06:59,81.890,82.008,80.620,80.945,0,0
08/14/2018,06:59,80.385,80.860,79.985,80.540,0,0
08/15/2018,06:59,80.525,80.860,80.210,80.460,0,0
08/16/2018,06:59,80.470,80.580,79.700,80.145,0,0
08/17/2018,06:59,80.160,80.840,79.850,80.550,0,0
08/18/2018,06:59,80.520,80.980,80.100,80.860,0,0
08/21/2018,06:59,80.925,80.960,80.590,80.780,0,0
08/22/2018,06:59,80.770,81.500,80.585,81.230,0,0
08/23/2018,06:59,81.245,81.375,80.910,81.290,0,0
08/24/2018,06:59,81.230,81.320,80.570,80.690,0,0
08/25/2018,06:59,80.680,81.710,80.600,81.500,0,0
08/28/2018,06:59,81.530,81.750,81.185,81.600,0,0
08/29/2018,06:59,81.625,81.780,81.420,81.600,0,0
08/30/2018,06:59,81.575,81.805,81.050,81.630,0,0
08/31/2018,06:59,81.640,81.765,80.490,80.635,0,0
09/01/2018,06:59,80.520,80.730,79.640,79.910,0,0
09/04/2018,06:59,79.940,80.270,79.520,80.130,0,0
09/05/2018,06:59,80.130,80.450,79.730,80.010,0,0
09/06/2018,06:59,80.010,80.585,79.600,80.230,0,0
09/07/2018,06:59,80.220,80.290,79.560,79.690,0,0
09/08/2018,06:59,79.740,79.790,78.690,78.900,0,0
09/11/2018,06:59,78.975,79.270,78.760,79.040,0,0
09/12/2018,06:59,79.095,79.510,78.910,79.470,0,0
09/13/2018,06:59,79.390,80.010,79.080,79.780,0,0
09/14/2018,06:59,79.770,80.810,79.690,80.500,0,0
09/15/2018,06:59,80.485,80.710,80.085,80.160,0,0
09/18/2018,06:59,80.190,80.600,79.950,80.290,0,0
09/19/2018,06:59,80.320,81.130,79.780,81.100,0,0
09/20/2018,06:59,81.100,81.670,81.010,81.580,0,0
09/21/2018,06:59,81.560,82.055,81.310,82.030,0,0
09/22/2018,06:59,82.000,82.360,81.880,82.050,0,0
09/25/2018,06:59,81.665,82.020,81.580,81.800,0,0
09/26/2018,06:59,81.790,82.050,81.660,81.910,0,0
09/27/2018,06:59,81.910,82.500,81.760,81.820,0,0
09/28/2018,06:59,81.810,81.995,81.310,81.720,0,0
09/29/2018,06:59,81.720,82.220,81.640,82.070,0,0
10/02/2018,06:59,82.165,82.410,82.065,82.330,0,0
10/03/2018,06:59,82.330,82.480,81.370,81.710,0,0
10/04/2018,06:59,81.695,81.925,81.315,81.360,0,0
10/05/2018,06:59,81.355,81.430,80.370,80.650,0,0
10/06/2018,06:59,80.610,80.780,80.000,80.170,0,0
10/09/2018,06:59,80.290,80.430,79.750,80.140,0,0
10/10/2018,06:59,80.150,80.300,79.820,80.230,0,0
10/11/2018,06:59,80.230,80.600,79.090,79.100,0,0
10/12/2018,06:59,79.160,80.160,79.060,79.900,0,0
10/13/2018,06:59,79.880,80.170,79.490,79.870,0,0
10/16/2018,06:59,79.760,79.970,79.480,79.715,0,0
10/17/2018,06:59,79.715,80.220,79.600,80.165,0,0
10/18/2018,06:59,80.160,80.350,79.665,80.080,0,0
10/19/2018,06:59,80.090,80.460,79.500,79.630,0,0
10/20/2018,06:59,79.660,80.500,79.525,80.140,0,0
10/23/2018,06:59,80.110,80.320,79.640,79.920,0,0
