"Date","Close"
20170131,1.06956
20170201,1.07967
20170202,1.07676
20170203,1.07562
20170204,1.07841
20170207,1.07492
20170208,1.06812
20170209,1.06978
20170210,1.06549
20170211,1.06391
20170214,1.05956
20170215,1.05781
20170216,1.05978
20170217,1.06737
20170218,1.06102
20170221,1.06096
20170222,1.05353
20170223,1.05564
20170224,1.05812
20170225,1.05569
20170228,1.05859
20170301,1.05760
20170302,1.05470
20170303,1.05057
20170304,1.06200
20170307,1.05810
20170308,1.05650
20170309,1.05404
20170310,1.05762
20170311,1.06716
20170314,1.06521
20170315,1.06030
20170316,1.07313
20170317,1.07633
20170318,1.07361
20170321,1.07395
20170322,1.08085
20170323,1.07976
20170324,1.07836
20170325,1.07960
20170328,1.08622
20170329,1.08144
20170330,1.07650
20170331,1.06732
20170401,1.06518
20170404,1.06691
20170405,1.06729
20170406,1.06626
20170407,1.06429
20170408,1.05887
20170411,1.05947
20170412,1.06040
20170413,1.06650
20170414,1.06123
20170415,1.06091
20170418,1.06425
20170419,1.07297
20170420,1.07104
20170421,1.07152
20170422,1.07250
20170425,1.08660
20170426,1.09257
20170427,1.09032
20170428,1.08706
20170429,1.08924
20170502,1.08982
20170503,1.09313
20170504,1.08828
20170505,1.09831
20170506,1.09974
20170509,1.09218
20170510,1.08733
20170511,1.08668
20170512,1.08599
20170513,1.09292
20170516,1.09744
20170517,1.10809
20170518,1.11594
20170519,1.11018
20170520,1.12061
20170523,1.12370
20170524,1.11810
20170525,1.12176
20170526,1.12099
20170527,1.11791
20170530,1.11614
20170531,1.11842
20170601,1.12419
20170602,1.12114
20170603,1.12795
20170606,1.12533
20170607,1.12765
20170608,1.12556
20170609,1.12117
20170610,1.11950
20170613,1.12036
20170614,1.12099
20170615,1.12176
20170616,1.11450
20170617,1.11930
20170620,1.11473
20170621,1.11334
20170622,1.11677
20170623,1.11508
20170624,1.11925
20170627,1.11807
20170628,1.13370
20170629,1.13756
20170630,1.14392
20170701,1.14208
20170704,1.13632
20170705,1.13443
20170706,1.13508
20170707,1.14225
20170708,1.13969
20170711,1.13984
20170712,1.14662
20170713,1.14112
20170714,1.13967
20170715,1.14667
20170718,1.14777
20170719,1.15528
20170720,1.15146
20170721,1.16308
20170722,1.16618
20170725,1.16398
20170726,1.16456
20170727,1.17319
20170728,1.16745
20170729,1.17463
20170801,1.18397
20170802,1.18008
20170803,1.18551
20170804,1.18674
20170805,1.17701
20170808,1.17944
20170809,1.17521
20170810,1.17573
20170811,1.17724
20170812,1.18200
20170815,1.17801
20170816,1.17342
20170817,1.17657
