"Date","Close"
20170131,114.307
20170201,113.952
20170202,114.030
20170203,113.600
20170204,113.366
20170207,112.754
20170208,112.623
20170209,112.510
20170210,113.027
20170211,112.903
20170214,113.078
20170215,113.520
20170216,113.525
20170217,113.563
20170218,112.470
20170221,112.731
20170222,112.554
20170223,112.120
20170224,111.893
20170225,111.185
20170228,111.640
20170301,112.074
20170302,112.703
20170303,112.891
20170304,113.066
20170307,112.529
20170308,112.478
20170309,112.705
20170310,113.526
20170311,113.435
20170314,114.034
20170315,113.572
20170316,113.325
20170317,113.676
20170318,112.756
20170321,112.694
20170322,112.389
20170323,112.113
20170324,111.645
20170325,112.229
20170328,112.277
20170329,111.964
20170330,111.433
20170331,111.761
20170401,111.044
20170404,110.726
20170405,110.516
20170406,110.145
20170407,110.238
20170408,110.017
20170411,109.960
20170412,108.794
20170413,108.627
20170414,108.442
20170415,107.944
20170418,108.428
20170419,108.852
20170420,109.032
20170421,109.442
20170422,109.432
20170425,110.213
20170426,111.793
20170427,111.797
20170428,111.869
20170429,112.002
20170502,112.241
20170503,112.967
20170504,113.361
20170505,114.005
20170506,114.022
20170509,113.354
20170510,113.138
20170511,113.261
20170512,112.961
20170513,113.174
20170516,114.161
20170517,114.718
20170518,113.211
20170519,113.757
20170520,114.273
20170523,114.318
20170524,114.501
20170525,114.528
20170526,114.909
20170527,114.226
20170530,113.786
20170531,113.703
20170601,114.429
20170602,114.599
20170603,114.678
20170606,114.436
20170607,113.719
20170608,113.819
20170609,113.708
20170610,113.765
20170613,113.476
20170614,113.594
20170615,112.832
20170616,113.730
20170617,113.794
20170620,114.302
20170621,114.285
20170622,114.519
20170623,114.543
20170624,114.764
20170627,115.003
20170628,116.960
20170629,117.023
20170630,117.322
20170701,117.199
20170704,117.652
20170705,117.299
20170706,117.468
20170707,117.832
20170708,118.047
20170711,118.078
20170712,118.207
20170713,117.217
20170714,117.117
20170715,116.738
20170718,117.009
20170719,117.310
20170720,117.121
20170721,117.605
20170722,117.478
20170725,117.359
20170726,117.445
20170727,116.909
20170728,115.292
20170729,114.172
20170801,114.003
20170802,114.278
20170803,114.018
20170804,113.607
20170805,113.730
20170808,113.757
20170809,113.261
20170810,114.211
20170811,113.444
20170812,113.440
20170815,112.770
20170816,113.769
20170817,114.074
20170818,113.742
20170819,113.124
20170822,113.255
20170823,113.113
20170824,112.896
20170825,113.435
20170826,114.217
20170829,114.343
20170830,114.857
20170831,114.375
20170901,114.680
20170902,114.211
20170905,114.419
20170906,113.869
20170907,114.158
20170908,114.092
20170909,114.193
20170912,114.333
20170913,114.729
20170914,114.554
20170915,114.392
20170916,115.441
20170919,115.964
20170920,115.910
20170921,115.662
20170922,115.867
20170923,115.455
20170926,115.580
20170927,115.850
20170928,116.009
20170929,115.773
20170930,116.122
20171003,115.639
20171004,115.882
20171005,115.622
20171006,115.290
20171007,115.126
20171010,115.001
20171011,115.297
20171012,115.574
20171013,115.114
20171014,114.716
20171017,114.989
20171018,114.657
20171019,115.031
20171020,115.272
20171021,115.239
20171024,115.153
20171025,114.918
20171026,114.903
20171027,114.231
20171028,113.823
20171031,113.805
20171101,113.883
20171102,113.792
20171103,114.149
20171104,113.948
20171107,113.974
20171108,113.938
20171109,113.830
20171110,114.131
20171111,113.910
20171114,114.042
20171115,114.634
20171116,114.161
20171117,113.684
20171118,113.293
20171121,113.340
20171122,113.395
20171123,113.270
20171124,113.164
20171125,113.713
20171128,113.141
20171129,113.261
20171130,113.673
20171201,114.373
20171202,114.862
20171205,114.085
20171206,113.990
20171207,113.427
20171208,113.714
20171209,114.223
20171212,114.454
20171213,114.513
20171214,114.169
20171215,113.637
20171216,113.580
20171219,114.164
20171220,114.600
20171221,114.887
20171222,114.635
20171223,114.418
20171227,114.415
20171228,114.883
20171229,115.310
20171230,115.530
20180103,115.550
20180104,115.147
20180105,115.665
20180106,115.908
20180109,115.699
20180110,114.529
20180111,113.881
20180112,113.988
20180113,114.647
20180116,114.722
20180117,115.112
20180118,115.253
20180119,115.818
20180120,114.873
20180123,115.304
20180124,115.138
20180125,115.486
20180126,116.216
20180127,116.290
20180130,116.194
20180131,116.405
20180201,117.225
20180202,118.073
20180203,118.192
20180206,117.088
20180207,117.010
20180208,115.878
20180209,116.162
20180210,115.718
20180213,115.665
20180214,115.285
20180215,115.142
20180216,115.104
20180217,114.535
20180220,114.682
20180221,114.616
20180222,114.749
20180223,114.432
20180224,114.060
20180227,113.996
20180228,114.269
20180301,112.919
20180302,112.774
20180303,112.646
20180306,112.972
20180307,112.811
20180308,112.397
20180309,111.644
20180310,112.215
20180313,112.276
20180314,112.884
20180315,112.510
20180316,111.749
20180317,111.209
20180320,111.537
20180321,111.371
20180322,111.687
20180323,110.899
