"Date","Close"
20170131,142.074
20170201,141.850
20170202,143.349
20170203,141.264
20170204,140.475
20170207,139.299
20170208,140.548
20170209,140.364
20170210,141.461
20170211,141.287
20170214,142.460
20170215,142.437
20170216,142.249
20170217,141.403
20170218,139.961
20170221,140.932
20170222,141.785
20170223,141.062
20170224,141.410
20170225,139.671
20170228,140.227
20170301,139.602
20170302,139.782
20170303,140.331
20170304,140.082
20170307,139.366
20170308,139.059
20170309,139.178
20170310,139.782
20170311,139.555
20170314,140.334
20170315,139.437
20170316,139.322
20170317,140.006
20170318,139.581
20170321,139.081
20170322,139.407
20170323,138.765
20170324,138.864
20170325,138.809
20170328,138.964
20170329,138.384
20170330,138.069
20170331,139.548
20170401,139.759
20170404,138.460
20170405,137.735
20170406,138.191
20170407,138.150
20170408,137.385
20170411,137.704
20170412,136.904
20170413,136.678
20170414,136.346
20170415,136.005
20170418,136.814
20170419,139.252
20170420,139.086
20170421,140.031
20170422,139.647
20170425,140.417
20170426,142.584
20170427,142.655
20170428,143.551
20170429,144.260
20170502,144.089
20170503,144.929
20170504,145.075
20170505,145.300
20170506,146.215
20170509,146.534
20170510,147.438
20170511,147.848
20170512,146.732
20170513,146.017
20170516,146.719
20170517,146.119
20170518,143.720
20170519,144.260
20170520,144.974
20170523,144.668
20170524,144.890
20170525,144.653
20170526,144.734
20170527,142.464
20170530,142.820
20170531,142.491
20170601,142.774
20170602,143.410
20170603,142.302
20170606,142.528
20170607,141.189
20170608,142.326
20170609,142.486
20170610,140.558
20170613,139.164
20170614,140.328
20170615,139.729
20170616,141.500
20170617,141.613
20170620,142.045
20170621,140.703
20170622,141.114
20170623,141.180
20170624,141.496
20170627,142.293
20170628,143.943
20170629,145.161
20170630,145.855
20170701,146.349
20170704,146.710
20170705,146.319
20170706,146.460
20170707,146.832
20170708,146.680
20170711,146.872
20170712,146.393
20170713,145.810
20170714,146.584
20170715,147.425
20170718,146.993
20170719,146.114
20170720,145.758
20170721,145.161
20170722,144.383
20170725,144.737
20170726,145.712
20170727,145.855
20170728,145.361
20170729,145.321
20170801,145.633
20170802,145.729
20170803,146.419
20170804,144.556
20170805,144.260
20170808,144.297
20170809,143.357
20170810,143.091
20170811,141.705
20170812,142.016
20170815,142.139
20170816,142.397
20170817,142.042
20170818,140.949
20170819,140.565
20170822,140.537
20170823,140.460
20170824,139.523
20170825,140.198
20170826,140.731
20170829,141.267
20170830,141.749
20170831,142.452
20170901,142.204
20170902,142.780
20170905,141.823
20170906,141.777
20170907,142.461
20170908,142.091
20170909,142.223
20170912,143.969
20170913,146.313
20170914,145.928
20170915,147.667
20170916,150.527
20170919,150.587
20170920,150.785
20170921,151.379
20170922,152.752
20170923,151.033
20170926,150.469
20170927,151.041
20170928,151.010
20170929,150.977
20170930,150.649
20171003,149.684
20171004,149.388
20171005,149.362
20171006,147.970
20171007,147.085
20171010,148.086
20171011,148.463
20171012,148.752
20171013,148.944
20171014,148.522
20171017,148.639
20171018,148.020
20171019,149.095
20171020,148.077
20171021,149.638
20171024,149.673
20171025,149.580
20171026,150.829
20171027,150.016
20171028,149.118
20171031,149.454
20171101,150.929
20171102,151.238
20171103,148.974
20171104,149.087
20171107,149.763
20171108,150.059
20171109,149.337
20171110,149.147
20171111,149.680
20171114,149.020
20171115,149.347
20171116,148.639
20171117,149.142
20171118,148.044
20171121,149.021
20171122,148.830
20171123,148.167
20171124,147.947
20171125,148.632
20171128,147.951
20171129,148.687
20171130,150.075
20171201,152.212
20171202,151.045
20171205,151.502
20171206,151.316
20171207,150.363
20171208,152.344
20171209,151.755
20171212,151.452
20171213,151.196
20171214,150.958
20171215,150.948
20171216,149.956
20171219,150.587
20171220,151.082
20171221,151.645
20171222,151.650
20171223,151.279
20171227,151.420
20171228,151.836
20171229,151.702
20171230,152.139
20180103,152.619
20180104,152.062
20180105,152.767
20180106,153.317
20180109,153.413
20180110,152.504
20180111,150.494
20180112,150.641
20180113,152.387
20180116,152.452
20180117,152.328
20180118,153.885
20180119,154.340
20180120,153.463
20180123,155.161
20180124,154.385
20180125,155.468
20180126,154.676
20180127,153.757
20180130,153.354
20180131,153.896
20180201,154.950
20180202,156.028
20180203,155.503
20180206,152.318
20180207,152.827
20180208,151.749
20180209,151.278
20180210,150.336
20180213,150.342
20180214,149.762
20180215,149.780
20180216,149.650
20180217,149.134
20180220,149.197
20180221,150.195
20180222,149.970
20180223,148.974
20180224,149.247
20180227,149.354
20180228,149.266
20180301,146.783
20180302,146.334
20180303,145.844
20180306,147.053
20180307,147.369
20180308,147.463
20180309,146.675
20180310,147.887
20180313,147.955
20180314,148.782
20180315,148.442
20180316,148.179
20180317,147.719
20180320,148.762
20180321,149.116
20180322,149.943
20180323,148.377
20180324,147.947
20180327,149.975
20180328,149.116
20180329,150.350
20180330,149.181
20180331,148.959
20180403,148.712
20180404,149.864
20180405,150.326
20180406,150.369
20180407,150.599
20180410,150.840
20180411,151.951
20180412,151.400
20180413,152.709
20180414,152.796
20180417,153.569
20180418,152.904
20180419,152.282
20180420,151.170
20180421,150.651
20180424,151.508
20180425,152.086
20180426,152.417
20180427,152.058
20180428,150.214
20180501,150.473
20180502,149.575
20180503,149.070
20180504,148.223
20180505,147.487
20180508,147.875
20180509,147.839
20180510,148.641
20180511,147.843
20180512,148.042
20180515,148.630
20180516,149.072
20180517,148.919
20180518,149.720
20180519,149.215
20180522,149.130
20180523,148.960
20180524,146.961
20180525,146.190
20180526,145.430
20180529,145.630
20180530,144.160
20180531,144.650
20180601,144.650
20180602,146.200
20180605,146.190
20180606,147.090
20180607,147.794
20180608,147.230
20180609,146.850
20180612,147.250
20180613,147.600
20180614,147.610
20180615,146.672
20180616,146.950
20180619,146.458
20180620,145.000
20180621,145.370
20180622,145.610
20180623,145.880
20180626,145.760
20180627,145.460
20180628,144.630
20180629,144.500
20180630,146.211
20180703,145.740
20180704,145.900
20180705,146.200
20180706,146.300
20180707,146.790
20180710,146.950
20180711,147.387
20180712,147.870
20180713,148.610
20180714,148.700
20180717,148.610
20180718,148.040
20180719,147.490
20180720,146.390
20180721,146.360
20180724,145.860
20180725,146.140
20180726,146.370
20180727,145.810
20180728,145.480
20180731,145.880
20180801,146.820
20180802,146.640
20180803,145.340
20180804,144.690
20180807,144.170
20180808,144.100
20180809,142.930
20180810,142.460
20180811,141.660
20180814,141.330
20180815,141.350
20180816,140.630
20180817,140.970
20180818,140.900
20180821,140.850
20180822,142.290
